UMAP1,UMAP2
-1.2060336,4.3175454
11.0558,12.037051
6.4102445,3.1529229
-1.6434853,2.3598588
0.058847174,10.210627
-0.5421446,3.8424504
5.972621,2.903414
10.08577,11.014656
5.607356,1.0017908
10.697627,11.404273
6.495127,3.5508637
1.7834387,10.486857
-0.658492,3.6536407
7.448758,1.8073834
6.3339615,3.7893994
8.827233,-0.75655097
8.021359,-1.0245292
12.387693,8.566121
6.3510795,1.2717425
1.0757943,5.7058887
5.6112576,0.9817977
-1.7030578,4.032882
-1.8487455,8.640712
12.22598,8.736005
-1.9017662,4.354859
7.2965636,1.7041848
6.211981,1.2345296
0.62104595,7.6184087
1.7052023,6.421139
-0.90175426,7.8852696
6.205133,3.793088
10.998431,12.1776
0.9859421,8.621761
12.026244,11.867085
11.41477,8.456913
1.3399688,6.8043346
9.7832575,10.395132
-1.0839192,3.3786128
-2.2572021,7.973494
5.599288,1.0257505
2.0193553,11.109109
8.72595,-1.0593396
10.79689,11.056577
8.254567,-2.043511
11.183594,8.51996
8.155694,-0.96852547
-1.3032584,2.3497481
7.0573006,1.3492817
8.783938,-0.8077812
0.4349256,10.36764
-0.47274563,4.188979
8.453474,1.010939
2.468097,6.2737465
1.3036753,5.9750037
5.620144,2.5339057
1.5179499,6.5258017
10.424349,10.392729
1.524184,10.690475
9.777361,10.368893
11.868535,11.8610325
-0.41219634,4.550208
0.97503424,10.136251
-2.487148,9.1919565
0.35434964,9.763374
9.86459,10.28973
9.662643,11.026611
-1.8717222,2.897706
10.847777,11.988683
1.0789325,5.840083
1.7203578,10.501535
2.4449174,6.4104633
12.336226,10.639501
-0.7924956,7.169799
2.4940584,6.1566668
2.2165294,6.6782765
6.315073,0.93849474
0.8444012,9.112934
5.679314,3.1115978
6.6168346,2.8338327
0.13288161,9.588816
2.0989006,11.05712
-2.2146466,8.404426
0.9070358,8.780705
11.269233,8.547271
6.364831,1.3111979
11.761614,7.6393404
12.396795,8.598431
7.6069665,1.6940827
11.782432,12.073137
-2.657507,8.2554655
1.6436479,7.7681856
5.791684,3.312351
2.1091566,6.2043967
7.243393,1.899285
-2.171079,4.7045493
1.9276367,6.11436
-0.72421086,3.4820566
11.440034,11.43553
-0.15363953,9.670223
1.0842553,8.10193
10.191258,11.808865
0.9755333,5.9322495
12.602166,11.470388
7.1826234,2.1351366
11.018354,11.949621
-2.2665586,9.092523
12.741837,10.892102
9.8008995,10.574235
6.4768453,1.3073413
-0.4740872,3.7457848
0.9815712,6.2087126
2.5390065,6.0336666
-2.63271,8.863661
0.92377675,6.289277
-0.7410592,2.8225577
6.1186814,0.89473337
2.2577436,6.425906
9.063681,-1.2468188
0.833533,7.5916414
0.42013898,6.944196
-0.7012697,7.1938777
0.41669887,9.704158
7.5734367,1.6652324
5.9818935,1.9832603
-0.95190376,8.221424
10.737573,10.327877
12.536181,11.226759
1.0513067,5.780877
0.8760635,6.7351384
-2.4557722,8.95421
11.875086,8.435503
1.350413,5.6557364
5.56627,1.5471013
10.147208,10.873086
6.519678,3.5450778
12.022355,9.361859
6.0121956,3.4868581
6.552592,0.71682894
1.7657982,5.284415
1.8063794,7.1601095
10.308353,10.448769
-0.50323695,2.7695708
1.0723581,9.244671
11.494689,7.5174103
1.0286186,5.426922
0.8342367,9.138463
12.028729,9.989723
2.618412,6.5713086
12.3590355,11.744487
10.796015,7.91977
5.3551307,3.2345133
-0.029954681,9.626584
5.5864434,3.3418016
-0.50425804,3.5410526
10.309875,12.039773
0.2412614,7.722035
12.1494875,10.956241
-1.2215854,3.393852
5.7138615,0.85565776
10.385909,10.402478
10.002176,11.046906
8.428844,-1.8858913
12.056195,10.700027
10.768467,8.149351
9.695431,10.67714
-2.307481,7.9048405
-2.0050528,8.065693
9.922058,10.42077
10.379291,9.384261
11.809792,11.298598
-1.2699138,4.349208
5.9397817,3.4938123
5.284818,3.8205569
-0.92474777,4.7061605
-0.70932966,3.4888084
5.8184547,0.8808724
0.22873141,7.7640977
-2.6413524,9.003342
11.520005,10.919863
1.0903577,8.649012
7.712927,1.6505843
1.65683,10.732994
6.0106225,2.0482252
6.8398848,1.6805133
9.735266,10.462697
2.428394,6.512635
1.833532,10.431339
12.264583,11.577103
-1.486342,8.751575
-1.4605018,2.4583006
-2.624602,3.725858
8.928925,-1.1297224
6.4181314,0.7568682
6.4679513,2.980108
11.282478,8.301186
10.551277,10.547853
-1.1255045,3.4318593
5.6836324,3.4599848
10.920369,12.176807
11.612451,7.5462646
1.8475323,5.2930417
-2.7906015,9.001416
11.858499,11.883955
2.032674,7.029031
2.7757769,6.844722
6.782243,2.5117238
0.8783628,8.810593
6.2736034,3.6898282
-2.352921,3.725342
6.054506,1.0171076
-1.1235404,3.2100744
-0.7948678,7.389927
-2.4172244,3.9523292
8.109101,1.3899034
0.7008601,7.9554605
0.31966808,9.89606
1.0283642,5.7219296
-1.7261766,2.4583426
-1.3093909,2.6069524
-2.4647667,3.6704133
-1.6471121,4.339368
-1.4780843,4.2401543
-0.29850364,7.422072
-2.3355856,4.392065
11.35752,8.319828
-1.7342441,8.9320545
-2.6665118,4.0940294
12.510931,10.869241
1.9787025,7.1039505
0.80240023,7.2964563
10.891704,8.776989
7.047394,1.3560519
10.750043,12.235666
11.904269,11.949846
-2.7457979,9.038498
10.49701,9.3209715
0.5377379,10.399725
5.643817,1.0882177
-2.4730186,3.65449
1.6807444,10.9079485
-2.133947,7.857569
6.2270045,1.3383585
1.3331535,6.446794
12.735491,11.256172
-0.48224464,4.6342673
-1.6650649,4.2072096
6.9986076,1.4147143
6.0567,1.4900212
8.123691,-1.611797
1.7797135,11.2725315
10.218914,10.568839
12.2037325,8.430197
12.023583,8.666951
1.796147,11.263341
-1.763779,2.8058205
11.764767,10.041487
-0.54615927,3.5569768
8.355199,-1.3801484
1.0897076,8.626858
8.113316,-1.8150189
0.72753847,7.770636
0.5768768,7.6366735
12.45846,8.578092
12.702425,11.062818
8.15961,1.3369699
10.739464,10.28968
-1.8161682,8.215004
5.1392097,3.895195
2.2922525,5.7135835
7.9797254,-0.99439293
5.5809026,1.4464983
1.1931382,6.027364
10.242777,9.871356
2.8022172,6.8467236
12.169382,8.129985
11.574566,11.554706
8.61165,-1.3937794
12.533435,11.073227
1.3248297,7.2180414
5.9951243,3.977085
2.1180027,6.6879215
1.6675498,6.3682404
9.7251,11.046455
6.1273336,3.9716742
6.1411114,2.6049175
9.879554,11.080181
-1.4705011,4.325269
10.843885,11.514463
6.960088,2.3303816
2.1928022,7.011652
1.1044005,7.1151915
12.411169,11.008999
-2.379262,7.8649087
2.4591897,5.7504883
0.8120333,8.828939
6.257273,2.492197
10.192526,9.464191
-0.5647131,8.275661
11.481706,8.001982
2.5687082,6.647318
8.376826,-1.3351704
0.69787276,6.661569
-1.8540999,8.637052
5.5457726,3.6204712
11.53328,7.5735455
11.396153,8.142098
11.277186,8.280819
0.3487669,10.39545
8.1378,1.3458555
0.17047097,10.174239
-2.2268527,4.5375876
1.8634963,6.649334
7.9846826,-0.6914806
3.166962,5.961791
2.3655255,6.588936
6.527707,3.5636828
-1.6351752,2.3996236
0.9895256,6.0601063
12.1671095,10.725146
1.5504386,10.880877
12.163731,10.809795
6.053978,3.3455822
11.724152,11.508035
10.901073,8.530181
-0.4242506,8.169134
10.00739,10.43019
5.8954024,3.4972556
11.832637,11.417486
9.573778,11.283085
9.823747,10.282936
10.860037,10.795975
6.3841376,3.4195101
12.330442,10.992029
0.7421611,8.916677
11.6543455,7.579694
8.4977455,-1.0014123
-2.034008,4.1965857
12.486282,8.213356
8.499287,-1.0434676
12.041394,10.042282
10.413341,10.756402
5.860466,3.3088164
2.3765664,6.568957
6.3330216,3.7228668
12.20275,10.7136135
7.133631,2.1626003
2.5262308,5.7993994
7.288985,1.7780933
6.228554,3.1670732
0.72091204,5.9728317
0.3146758,10.5571165
-2.5337672,8.468365
6.1919007,3.795444
6.392494,1.3634807
10.513822,9.943403
-1.2488294,8.0587435
10.619248,11.609692
11.849885,11.032646
-2.227549,7.9808507
5.6288347,3.7454507
8.576834,-1.5227951
1.123958,6.1200852
11.641284,9.475378
0.5509416,9.910734
11.137378,12.167273
-2.5633655,7.899844
-1.03321,8.563338
10.006155,10.796783
12.204939,11.815171
-0.87931955,4.7248926
10.457705,10.715939
8.730536,-1.1516168
-0.59347963,4.5170054
1.740211,6.5924616
8.285932,-1.1906217
1.465315,5.201067
9.77622,10.715313
2.7722063,6.011238
1.1757753,8.213127
1.6983202,11.078923
2.7495453,6.0018425
6.282282,3.5287955
-1.6382356,3.901752
8.401074,-1.3417314
1.6804237,10.598645
10.163979,10.5680895
9.742452,10.688855
1.5579189,10.664085
12.230523,11.464459
6.192517,1.0920933
10.454975,10.334854
9.691176,11.249363
1.5954411,7.778895
5.53502,3.616192
10.463071,11.312106
10.722667,12.021212
10.92451,10.224552
1.0859283,5.9541435
1.0898284,5.620914
0.4931322,10.451176
0.64309466,9.010107
1.5031433,10.781101
7.4856753,-0.9509501
10.608387,11.4454975
7.0686493,1.5077175
12.894886,10.998483
-0.561135,7.946666
10.98439,11.587702
10.727759,11.176436
0.78625834,9.063381
0.40532452,7.556766
1.8940269,7.051807
10.761104,10.77936
7.576119,-1.1046708
-1.1135942,3.175908
-1.8382007,3.0433478
-0.56075937,2.7304428
7.5403657,1.7743946
9.950712,10.40016
8.824268,-1.3778579
5.16655,3.9713583
12.112601,11.321102
-1.7335694,2.323341
6.2332053,0.95448124
-2.596662,9.045449
-2.4405112,8.499404
1.6608107,11.218487
-2.3481238,3.8554833
6.0071263,2.8585825
0.7416134,7.627151
5.931053,1.9919672
10.652059,11.403711
10.397959,10.227187
12.306616,8.587552
-1.7697744,2.4773655
6.1206164,1.9202906
12.12883,8.633179
0.76604533,7.0025077
6.369789,3.7418675
10.723335,11.703244
-2.2947218,8.922086
1.3351209,7.557573
8.196187,-1.8128802
-0.66590714,2.8691504
11.621545,12.070368
10.051479,10.805741
-0.84221566,4.6056356
0.63820016,9.031575
1.2074457,7.8833394
-0.15007843,4.020272
5.1961317,3.9395611
10.740364,7.9749064
6.4315805,1.2663691
11.521233,11.100838
1.942657,6.7485285
10.887189,11.997963
1.3189672,7.6575203
-1.1173981,2.5553384
12.003695,9.7007265
0.847747,6.838988
1.58225,10.796377
11.99724,11.004457
-2.3158486,8.660626
11.963689,8.795251
11.266393,8.307015
1.8506151,5.294617
5.740981,3.958139
1.4866054,5.3419523
8.19667,-1.5763749
5.7035885,3.9550183
-2.6005588,9.144133
8.924071,-1.3460604
12.093556,10.314129
-0.60490406,4.6798024
1.5510932,10.832518
-0.6567885,2.7879722
2.8015974,6.34473
6.7529283,2.6989934
11.850819,10.979795
8.172516,1.3080064
6.1113563,3.2125082
-1.2912719,2.9724727
-1.0831339,7.5008945
6.406914,0.79884475
-1.9547741,7.984148
10.691554,10.415827
10.00546,11.364115
12.05125,10.77065
6.2717156,3.5978544
6.042606,1.8719245
-0.74590075,2.813802
6.194893,2.1279469
1.4019258,7.3115797
11.160499,11.482787
-2.5936086,3.7352042
0.72615266,7.5342197
3.2638986,5.9275904
0.91014624,10.158218
1.8919947,6.3691354
-1.0415047,3.2113822
9.989495,10.198237
-1.8738221,8.783999
-1.0948993,4.5920186
10.840235,7.9157057
1.9668466,11.035024
7.28678,2.207311
0.8309205,7.8276653
6.784806,2.669038
8.702902,-1.3992743
1.7848432,7.12371
-2.018754,7.9946175
9.62003,10.423536
5.351891,3.6664903
-2.1765506,9.064231
8.974723,-1.0019407
1.7136952,6.771815
11.045357,12.065812
7.93226,-0.928798
-2.2338176,7.6121216
12.649275,10.992474
2.0791912,11.058539
6.2687144,0.93158
-2.4745438,7.8389215
8.335618,-2.0429003
-2.3890812,4.26988
11.840915,11.413201
10.444336,11.341595
8.264493,-1.2524637
-1.2862166,2.7146363
-0.466033,4.1243596
12.253986,10.657357
-1.8782623,8.163267
8.127828,-0.8668706
9.930967,10.380875
8.150672,1.3573694
11.729442,10.381189
6.214635,3.7831316
2.0516827,6.495881
3.1498868,5.8782597
0.6831638,8.075791
6.097893,0.8687083
10.2619705,10.943983
6.1782527,2.0009024
10.398624,10.538121
10.685203,8.938239
-1.0477942,3.4919827
12.394384,11.817847
12.572145,11.141217
6.1957617,1.0833967
-1.4265401,8.736444
10.767141,8.268943
12.64576,11.02452
9.807669,10.416999
6.3205743,3.8719172
0.50049007,10.382328
11.132112,11.497869
10.551896,10.618899
10.170163,9.97744
9.789709,10.448561
6.818453,2.539685
12.552846,11.144187
-2.6200795,3.5076149
12.309853,11.791002
7.584018,1.6257502
-2.5298762,3.6049926
2.937247,5.887317
11.245611,8.051546
10.859209,11.445857
12.021929,11.452866
11.999148,11.843141
1.8400072,6.4496255
10.05419,10.24358
6.02922,1.3579744
6.381537,3.8429463
2.0854895,11.058366
12.860244,11.086756
0.35464418,9.714585
10.60563,10.826989
1.479396,5.768054
5.846874,3.3981047
5.813085,3.3848345
5.744659,3.9353232
0.7522158,7.1009507
11.981936,11.652347
9.659213,10.992707
12.308015,8.1433
10.909999,9.807049
1.2197193,7.7739296
8.19628,-2.0416498
-1.5467111,8.815051
6.5439277,3.4981036
0.57091314,9.462587
-2.717742,3.7703888
8.758166,-0.7685693
8.530697,-1.0470574
-2.3418498,4.0518236
-1.6671709,4.130051
2.4968297,6.34945
5.8344126,3.2367342
-1.781212,2.4209895
6.618958,2.7557952
2.5055387,6.111384
6.374479,3.0465944
0.3238367,10.53984
0.27947137,9.361294
-1.6862428,2.3964787
2.4078133,6.760943
9.968676,11.22598
-2.1338258,7.771447
0.08714442,10.164949
-0.8312207,7.1461
11.113852,12.190932
-1.6385643,3.7833283
1.6596265,11.22316
6.7782574,2.7349489
10.206468,11.557704
10.469663,10.573314
9.874355,10.924166
-0.87569875,4.677613
-1.0600061,2.5529516
0.6162604,6.6213245
8.801432,-1.0484048
12.598455,8.358597
7.665823,1.6284105
5.656154,3.6433191
10.983081,11.782665
0.8825173,7.9002743
10.155534,11.248036
9.896134,11.120903
12.466771,11.045059
8.958808,-1.2323415
12.4460125,10.775862
1.8320442,11.298615
-0.015006785,7.0742297
5.498433,3.4507184
8.750418,-1.5541161
12.470017,8.220523
10.293278,11.018308
-1.065366,2.4559877
2.181722,6.209234
6.237131,2.5676641
6.41673,2.963892
12.240003,10.718263
-0.42047134,4.646773
-2.421967,7.928477
0.25743783,7.83288
5.9936805,2.758287
1.8653733,6.737035
9.733978,10.67496
-1.4538469,2.53042
8.675157,-1.100103
2.6606388,5.841849
0.70663923,9.373413
5.7689767,1.773938
0.22876425,10.52146
-2.6667275,3.7187607
10.625037,9.298325
10.501684,12.153259
10.682957,9.030592
-2.7223704,8.041356
12.407571,8.574984
-1.5760528,8.779162
0.060535718,9.684546
-0.5460587,4.619564
0.8414398,9.63582
-1.9641321,8.008753
1.9542177,7.0442643
5.9130406,0.9623452
8.463511,1.0123086
7.180044,1.9477491
2.058366,5.798399
10.804563,11.996146
11.834369,11.851984
10.893312,10.948708
2.0818896,11.030785
10.857719,12.003323
12.358619,8.761574
-2.5593455,3.559775
8.843064,-0.75832283
0.9520366,10.095522
0.4763694,7.0334744
1.1989541,7.556177
-0.5255745,2.7414823
12.666016,8.37482
10.136518,10.4473095
-2.7767446,8.984105
6.9876833,1.3723775
0.60065037,9.005267
2.3921115,6.896392
-0.9569106,7.2587304
0.87823033,6.690593
10.50132,12.2181835
-2.594707,3.5941243
9.644338,11.031415
8.746547,-0.6326287
0.04630502,10.002397
11.9240265,10.775149
-0.7324721,7.315909
11.336317,8.593847
12.657413,10.995745
11.034695,11.450631
0.97870684,5.5234222
1.3286955,6.3812
11.773942,9.929094
9.125483,-1.142022
1.3302757,7.7110634
-1.1897197,3.1886868
12.073407,11.847334
5.865313,4.0393977
12.379913,8.615175
9.846261,10.385135
0.34629828,9.646603
2.8146186,6.1606946
0.71747506,6.691244
-0.62221515,8.3477
11.214775,8.748868
10.771428,12.260255
9.880806,10.239052
-2.5419228,4.284948
6.8179207,2.539395
0.05977812,9.970886
11.997065,11.773486
-0.66129667,7.264576
10.4827795,11.043024
-1.5270591,8.75491
12.109565,11.078814
0.618132,6.5090876
8.217204,-1.6384172
10.825943,10.295974
-1.6946965,8.909816
12.232387,11.761679
9.814908,11.360656
7.644924,1.8649377
10.46922,10.449355
8.816502,-0.7862477
-2.6965938,3.5465868
5.712887,2.7048893
5.5909224,3.2405522
11.976245,10.812559
0.13508141,10.109042
2.0281014,6.1740375
11.65824,12.088342
0.9998293,7.7297516
-1.1029116,7.7954235
-0.37308082,8.193246
-2.4756734,9.065766
12.561795,10.830817
1.0594842,9.17812
11.611097,7.541111
1.1740495,7.6118817
-0.67417073,3.3186586
12.73412,11.225847
11.737909,10.821748
8.940197,-1.3803109
12.420107,11.010318
7.6623144,1.5589968
1.3357,5.3217163
0.58682644,10.381801
10.777376,8.372905
11.5352745,7.73752
0.34089074,7.0387244
5.635571,3.1258385
0.29048008,10.51053
8.118045,-0.91988426
6.5462976,0.72528154
-0.41101238,7.459887
7.592611,-1.1430174
1.8945379,5.3415103
-1.2787544,2.5842347
12.342699,8.168253
12.631326,10.751059
0.88684404,5.5591974
8.377338,-1.9242946
-2.4930766,9.217762
2.6894052,5.704788
11.611303,11.062904
0.56542516,8.665328
-1.5840725,4.087581
12.694797,11.167411
12.452737,8.171114
-0.4344205,7.4534626
2.1793745,6.9746304
-2.3175995,8.0311165
8.065468,1.4351323
7.6209908,1.7366483
12.708225,11.198016
0.7392109,9.710703
-2.3784976,9.093803
-0.43758819,4.3254647
0.35786,7.3657293
5.9823475,1.1572303
12.075295,9.892748
2.6101158,5.8402023
-2.0680056,7.964167
10.575956,11.326136
1.1829038,8.421729
8.774988,-1.3724906
-0.6540504,3.9896684
10.892306,11.984202
10.863941,10.928139
2.6325758,6.253814
-0.29963535,8.253343
-0.4359041,4.309715
0.24724138,6.810596
10.303258,10.9595995
0.50878555,9.175962
1.5663291,6.7212424
1.2069216,9.357857
-1.035049,3.307456
10.550321,11.198753
12.4916315,11.632836
11.700058,7.600998
11.777461,7.606538
10.481487,11.279144
-0.9692821,4.7136064
1.970495,11.1260195
0.66471946,8.938131
-1.6462642,3.932481
1.7958636,7.102598
8.220155,-1.9718696
12.003875,11.510192
-0.09028332,7.157925
-0.59815526,7.6639743
6.3312325,3.8729575
8.785781,-0.9820372
6.2714915,0.92356503
5.6511183,0.905721
-0.9171216,2.72017
6.3658576,3.3740435
0.23572202,10.528561
-2.6344137,4.1234875
12.011539,11.291557
6.119488,3.9082005
6.220467,1.7410538
6.135928,1.8194171
-1.7329125,4.1223736
6.229684,3.7237358
0.7513549,9.044353
1.042941,5.6680713
10.053861,9.970943
2.9579177,6.792147
-1.7803304,2.4966762
2.7073982,6.274288
0.8979855,8.851655
5.6398454,1.1038324
10.261623,10.336198
0.41657722,6.8692183
9.699244,11.407512
10.68546,7.9136224
-2.547583,3.6157725
-1.5790514,8.068617
-0.38873592,8.068457
2.3242438,6.757366
2.0627155,6.3668804
9.824483,11.301818
-0.67527044,3.653472
8.114555,-1.6704924
5.5787373,3.0152955
-1.5945755,4.0664835
9.735831,10.409596
5.877776,1.3222257
8.327185,1.0805552
-2.369633,8.624718
11.953628,10.555579
-1.4187803,2.713553
8.708574,-1.3017616
1.3045529,6.3812995
11.973566,9.649943
-2.2676256,7.9134393
0.8492383,7.9604526
-2.512655,3.6242256
7.7273545,-1.3284541
0.10177511,9.692138
6.521428,0.76550984
-2.050215,8.066526
0.7178178,9.827959
2.3311281,6.4826846
0.7486428,8.871414
9.762821,10.624399
-2.250446,8.410189
8.416487,-1.6449661
8.135452,1.3385404
-2.170613,3.5258145
5.2188363,3.843707
10.375872,9.91746
-0.18672681,9.591979
12.659088,8.382333
8.451617,1.0140642
-0.7863205,2.7463999
0.36294,9.795198
1.029777,6.7159123
10.015192,10.246773
1.4196453,6.335972
2.2213106,5.6027856
2.5161936,6.2940135
6.0805254,3.394116
-0.7113495,4.2935658
0.27665454,7.463059
2.5949833,6.6787744
-1.7225839,2.3675597
11.043867,11.917264
9.103086,-1.1104236
